"match_id","hero_id","player_id"
"6040802788","40","84772440"
"6040722034","47","84772440"
"6040639859","98","84772440"
"6040431300","16","84772440"
"6040270220","49","84772440"
"6040147446","29","84772440"
"6038835198","98","84772440"
"6038753175","49","84772440"
"6038642649","61","84772440"
"6038190628","29","84772440"
"6038118011","98","84772440"
"6036978461","98","84772440"
"6036850305","15","84772440"
"6036747392","47","84772440"
"6036146532","16","84772440"
"6036109553","120","84772440"
"6036054100","49","84772440"
"6031605579","38","84772440"
"6031515062","61","84772440"
"6030163065","98","84772440"
"6030086704","61","84772440"
"6029767740","129","84772440"
"6029647621","49","84772440"
"6028286082","47","84772440"
"6028187182","98","84772440"
"6027756889","129","84772440"
"6027655312","129","84772440"
"6026329775","98","84772440"
"6026231485","69","84772440"
"6026091566","129","84772440"
"6026011973","129","84772440"
"5997903024","98","84772440"
"5997852939","99","84772440"
"5997805507","96","84772440"
"5992735258","99","84772440"
"5992682835","61","84772440"
"5986910760","96","84772440"
"5986852791","96","84772440"
"5975909052","98","84772440"
"5975849959","47","84772440"
"5965082396","40","84772440"
"5965042909","28","84772440"
"5953163009","36","84772440"
"5953097165","96","84772440"
"6040802788","109","86745912"
"6040722034","53","86745912"
"6040639859","53","86745912"
"6040431300","109","86745912"
"6040270220","109","86745912"
"6040147446","89","86745912"
"6038835198","109","86745912"
"6038753175","109","86745912"
"6038642649","76","86745912"
"6038190628","53","86745912"
"6038118011","94","86745912"
"6036978461","53","86745912"
"6036850305","52","86745912"
"6036747392","53","86745912"
"6036146532","109","86745912"
"6036109553","48","86745912"
"6036054100","109","86745912"
"6031605579","47","86745912"
"6031515062","15","86745912"
"6030163065","113","86745912"
"6030086704","89","86745912"
"6029767740","42","86745912"
"6029647621","94","86745912"
"6028286082","41","86745912"
"6028187182","109","86745912"
"6027756889","89","86745912"
"6027655312","109","86745912"
"6026329775","12","86745912"
"6026231485","70","86745912"
"6026091566","109","86745912"
"6026011973","4","86745912"
"5997903024","72","86745912"
"5997852939","48","86745912"
"5997805507","94","86745912"
"5992735258","48","86745912"
"5992682835","8","86745912"
"5986910760","53","86745912"
"5986852791","6","86745912"
"5975909052","95","86745912"
"5975849959","41","86745912"
"5965082396","53","86745912"
"5965042909","18","86745912"
"5953163009","19","86745912"
"5953097165","94","86745912"
"6040802788","46","154715080"
"6040722034","17","154715080"
"6040639859","25","154715080"
"6040431300","13","154715080"
"6040270220","19","154715080"
"6040147446","13","154715080"
"6038835198","13","154715080"
"6038753175","46","154715080"
"6038642649","65","154715080"
"6038190628","13","154715080"
"6038118011","13","154715080"
"6036978461","106","154715080"
"6036850305","65","154715080"
"6036747392","13","154715080"
"6036146532","106","154715080"
"6036109553","106","154715080"
"6036054100","126","154715080"
"6031605579","106","154715080"
"6031515062","65","154715080"
"6030163065","17","154715080"
"6030086704","106","154715080"
"6029767740","49","154715080"
"6029647621","65","154715080"
"6028286082","74","154715080"
"6028187182","106","154715080"
"6027756889","21","154715080"
"6027655312","47","154715080"
"6026329775","17","154715080"
"6026231485","13","154715080"
"6026091566","49","154715080"
"6026011973","46","154715080"
"5997903024","17","154715080"
"5997852939","19","154715080"
"5997805507","13","154715080"
"5992735258","52","154715080"
"5992682835","106","154715080"
"5986910760","46","154715080"
"5986852791","106","154715080"
"5975909052","17","154715080"
"5975849959","13","154715080"
"5965082396","38","154715080"
"5965042909","13","154715080"
"5953163009","38","154715080"
"5953097165","10","154715080"
"6040802788","100","25907144"
"6040722034","107","25907144"
"6040639859","26","25907144"
"6040431300","100","25907144"
"6040270220","101","25907144"
"6040147446","26","25907144"
"6038835198","26","25907144"
"6038753175","123","25907144"
"6038642649","107","25907144"
"6038190628","100","25907144"
"6038118011","26","25907144"
"6036978461","26","25907144"
"6036850305","107","25907144"
"6036747392","107","25907144"
"6036146532","25","25907144"
"6036109553","26","25907144"
"6036054100","123","25907144"
"6031605579","26","25907144"
"6031515062","123","25907144"
"6030163065","88","25907144"
"6030086704","123","25907144"
"6029767740","128","25907144"
"6029647621","25","25907144"
"6028286082","19","25907144"
"6028187182","26","25907144"
"6027756889","101","25907144"
"6027655312","25","25907144"
"6026329775","26","25907144"
"6026231485","107","25907144"
"6026091566","27","25907144"
"6026011973","128","25907144"
"5997903024","19","25907144"
"5997852939","79","25907144"
"5997805507","25","25907144"
"5992735258","26","25907144"
"5992682835","19","25907144"
"5986910760","26","25907144"
"5986852791","25","25907144"
"5975909052","111","25907144"
"5975849959","107","25907144"
"5965082396","9","25907144"
"5965042909","27","25907144"
"5953163009","14","25907144"
"5953097165","26","25907144"
"6040802788","26","94155156"
"6040722034","68","94155156"
"6040639859","51","94155156"
"6040431300","110","94155156"
"6040270220","103","94155156"
"6040147446","68","94155156"
"6038835198","110","94155156"
"6038753175","26","94155156"
"6038642649","30","94155156"
"6038190628","26","94155156"
"6038118011","30","94155156"
"6036978461","102","94155156"
"6036850305","26","94155156"
"6036747392","26","94155156"
"6036146532","68","94155156"
"6036109553","58","94155156"
"6036054100","51","94155156"
"6031605579","51","94155156"
"6031515062","26","94155156"
"6030163065","58","94155156"
"6030086704","26","94155156"
"6029767740","68","94155156"
"6029647621","110","94155156"
"6028286082","112","94155156"
"6028187182","102","94155156"
"6027756889","112","94155156"
"6027655312","103","94155156"
"6026329775","110","94155156"
"6026231485","58","94155156"
"6026091566","68","94155156"
"6026011973","68","94155156"
"5997903024","104","94155156"
"5997852939","30","94155156"
"5997805507","83","94155156"
"5992735258","102","94155156"
"5992682835","68","94155156"
"5986910760","102","94155156"
"5986852791","102","94155156"
"5975909052","37","94155156"
"5975849959","37","94155156"
"5965082396","29","94155156"
"5965042909","68","94155156"
"5953163009","37","94155156"
"5953097165","3","94155156"
"6174888284","120","118134220"
"6174804811","20","118134220"
"6174712950","38","118134220"
"6174622195","108","118134220"
"6171980397","38","118134220"
"6171891378","77","118134220"
"6170284378","29","118134220"
"6170221606","53","118134220"
"6170157369","36","118134220"
"6168983552","96","118134220"
"6168910510","20","118134220"
"6168849197","76","118134220"
"6158170178","47","118134220"
"6158081326","60","118134220"
"6158010330","77","118134220"
"6157905423","20","118134220"
"6157810302","19","118134220"
"6157638906","20","118134220"
"6157557980","7","118134220"
"6157433167","47","118134220"
"6156510875","45","118134220"
"6156443804","16","118134220"
"6156352752","16","118134220"
"6154941567","20","118134220"
"6154881115","55","118134220"
"6154786603","96","118134220"
"6153361873","16","118134220"
"6153272077","85","118134220"
"6150377233","7","118134220"
"6150272426","108","118134220"
"6148933083","28","118134220"
"6148850390","16","118134220"
"6148475456","85","118134220"
"6148393500","16","118134220"
"6147689088","49","118134220"
"6147594084","2","118134220"
"6147274338","77","118134220"
"6147123665","60","118134220"
"6137908066","16","118134220"
"6137847586","16","118134220"
"6137794642","61","118134220"
"6136444104","129","118134220"
"6136360222","49","118134220"
"6134576797","29","118134220"
"6134509442","69","118134220"
"6133329534","28","118134220"
"6133256006","61","118134220"
"6133148591","2","118134220"
"6130260292","120","118134220"
"6130182512","29","118134220"
"6127192495","16","118134220"
"6127114359","78","118134220"
"6125780925","97","118134220"
"6125698868","69","118134220"
"6124536125","96","118134220"
"6124438185","129","118134220"
"6124318998","112","118134220"
"6101490646","49","118134220"
"6101435580","47","118134220"
"6100163034","96","118134220"
"6100062125","2","118134220"
"6040802788","2","118134220"
"6040722034","78","118134220"
"6040639859","16","118134220"
"6039119756","69","118134220"
"6039044857","2","118134220"
"6038968530","49","118134220"
"6037335318","16","118134220"
"6037257217","129","118134220"
"6037154028","29","118134220"
"6034022746","2","118134220"
"6033930417","97","118134220"
"6030936024","52","118134220"
"6030875673","28","118134220"
"6029767740","55","118134220"
"6029647621","57","118134220"
"6029513317","52","118134220"
"6029399411","49","118134220"
"6028456376","129","118134220"
"6028370071","28","118134220"
"6028212151","2","118134220"
"6028105868","129","118134220"
"6026564858","2","118134220"
"6026470153","104","118134220"
"6026361127","43","118134220"
"6026219483","16","118134220"
"6008843170","85","118134220"
"6008794290","57","118134220"
"6007589744","4","118134220"
"6007490054","104","118134220"
"6007393606","98","118134220"
"6003863417","55","118134220"
"6003817025","4","118134220"
"6003778702","120","118134220"
"6001076735","16","118134220"
"6001026954","28","118134220"
"5999791689","43","118134220"
"5999726166","81","118134220"
"5997018272","81","118134220"
"5996901434","28","118134220"
"5996813071","129","118134220"
"5993387260","104","118134220"
"5993329774","129","118134220"
"5993282381","97","118134220"
"5991826725","129","118134220"
"5991768503","108","118134220"
"5991708740","2","118134220"
"5988990186","58","118134220"
"5988942149","2","118134220"
"5988884815","78","118134220"
"5988845088","129","118134220"
"5985926399","53","118134220"
"5985867070","104","118134220"
"5982735782","129","118134220"
"5982692658","4","118134220"
"5982590139","108","118134220"
"5982534279","69","118134220"
"5979824549","28","118134220"
"5979755799","2","118134220"
"5978375686","104","118134220"
"5978296577","104","118134220"
"5978231499","129","118134220"
"5975053924","104","118134220"
"5974971767","104","118134220"
"5971437142","47","118134220"
"5971372153","61","118134220"
"5968688184","4","118134220"
"5968616834","61","118134220"
"5968553041","96","118134220"
"5967166598","50","118134220"
"5967102246","120","118134220"
"5965476834","96","118134220"
"5965420968","57","118134220"
"5965367985","96","118134220"
"5960261665","92","118134220"
"5960200793","96","118134220"
"6174888284","18","898754153"
"6174804811","41","898754153"
"6174712950","18","898754153"
"6174622195","93","898754153"
"6171980397","10","898754153"
"6171891378","4","898754153"
"6170284378","114","898754153"
"6170221606","67","898754153"
"6170157369","114","898754153"
"6168983552","18","898754153"
"6168910510","56","898754153"
"6168849197","56","898754153"
"6158170178","93","898754153"
"6158081326","54","898754153"
"6158010330","18","898754153"
"6157905423","4","898754153"
"6157810302","46","898754153"
"6157638906","56","898754153"
"6157557980","12","898754153"
"6157433167","18","898754153"
"6156510875","1","898754153"
"6156443804","113","898754153"
"6156352752","93","898754153"
"6154941567","12","898754153"
"6154881115","48","898754153"
"6154786603","18","898754153"
"6153361873","72","898754153"
"6153272077","8","898754153"
"6150377233","114","898754153"
"6150272426","95","898754153"
"6148933083","60","898754153"
"6148850390","109","898754153"
"6148475456","56","898754153"
"6148393500","56","898754153"
"6147689088","46","898754153"
"6147594084","56","898754153"
"6147274338","93","898754153"
"6147123665","72","898754153"
"6137908066","113","898754153"
"6137847586","46","898754153"
"6137794642","46","898754153"
"6136444104","14","898754153"
"6136360222","72","898754153"
"6134576797","46","898754153"
"6134509442","46","898754153"
"6133329534","6","898754153"
"6133256006","46","898754153"
"6133148591","51","898754153"
"6130260292","113","898754153"
"6130182512","48","898754153"
"6127192495","14","898754153"
"6127114359","14","898754153"
"6125780925","48","898754153"
"6125698868","14","898754153"
"6124536125","48","898754153"
"6124438185","48","898754153"
"6124318998","14","898754153"
"6101490646","70","898754153"
"6101435580","2","898754153"
"6100163034","48","898754153"
"6100062125","99","898754153"
"6040802788","89","898754153"
"6040722034","109","898754153"
"6040639859","2","898754153"
"6039119756","42","898754153"
"6039044857","67","898754153"
"6038968530","67","898754153"
"6037335318","12","898754153"
"6037257217","6","898754153"
"6037154028","109","898754153"
"6034022746","6","898754153"
"6033930417","10","898754153"
"6030936024","12","898754153"
"6030875673","69","898754153"
"6029767740","2","898754153"
"6029647621","70","898754153"
"6029513317","2","898754153"
"6029399411","4","898754153"
"6028456376","70","898754153"
"6028370071","6","898754153"
"6028212151","70","898754153"
"6028105868","41","898754153"
"6026564858","67","898754153"
"6026470153","41","898754153"
"6026361127","10","898754153"
"6026219483","1","898754153"
"6008843170","47","898754153"
"6008794290","75","898754153"
"6007589744","70","898754153"
"6007490054","41","898754153"
"6007393606","97","898754153"
"6003863417","67","898754153"
"6003817025","46","898754153"
"6003778702","2","898754153"
"6001076735","2","898754153"
"6001026954","42","898754153"
"5999791689","41","898754153"
"5999726166","41","898754153"
"5997018272","41","898754153"
"5996901434","32","898754153"
"5996813071","18","898754153"
"5993387260","41","898754153"
"5993329774","12","898754153"
"5993282381","32","898754153"
"5991826725","12","898754153"
"5991768503","81","898754153"
"5991708740","1","898754153"
"5988990186","12","898754153"
"5988942149","41","898754153"
"5988884815","67","898754153"
"5988845088","10","898754153"
"5985926399","18","898754153"
"5985867070","41","898754153"
"5982735782","44","898754153"
"5982692658","41","898754153"
"5982590139","67","898754153"
"5982534279","41","898754153"
"5979824549","70","898754153"
"5979755799","70","898754153"
"5978375686","10","898754153"
"5978296577","18","898754153"
"5978231499","32","898754153"
"5975053924","41","898754153"
"5974971767","18","898754153"
"5971437142","114","898754153"
"5971372153","8","898754153"
"5968688184","12","898754153"
"5968616834","67","898754153"
"5968553041","70","898754153"
"5967166598","109","898754153"
"5967102246","41","898754153"
"5965476834","93","898754153"
"5965420968","42","898754153"
"5965367985","109","898754153"
"5960261665","8","898754153"
"5960200793","67","898754153"
"6137908066","74","173978074"
"6137847586","34","173978074"
"6137794642","74","173978074"
"6136444104","25","173978074"
"6136360222","34","173978074"
"6133329534","99","173978074"
"6133256006","74","173978074"
"6133148591","46","173978074"
"6130260292","99","173978074"
"6130182512","11","173978074"
"6127192495","97","173978074"
"6127114359","69","173978074"
"6125780925","16","173978074"
"6125698868","35","173978074"
"6124536125","13","173978074"
"6124438185","34","173978074"
"6124318998","32","173978074"
"6101490646","13","173978074"
"6101435580","43","173978074"
"6100163034","97","173978074"
"6100062125","23","173978074"
"6040802788","43","173978074"
"6040722034","43","173978074"
"6040639859","15","173978074"
"6039119756","52","173978074"
"6039044857","52","173978074"
"6038968530","52","173978074"
"6037335318","43","173978074"
"6037257217","17","173978074"
"6037154028","13","173978074"
"6034022746","15","173978074"
"6033930417","13","173978074"
"6030936024","97","173978074"
"6030875673","46","173978074"
"6029767740","25","173978074"
"6029647621","97","173978074"
"6029513317","46","173978074"
"6029399411","43","173978074"
"6028456376","25","173978074"
"6028370071","46","173978074"
"6028212151","52","173978074"
"6028105868","25","173978074"
"6026564858","46","173978074"
"6026470153","106","173978074"
"6026361127","13","173978074"
"6026219483","97","173978074"
"6008843170","112","173978074"
"6008794290","99","173978074"
"6007589744","13","173978074"
"6007490054","25","173978074"
"6007393606","69","173978074"
"6003863417","13","173978074"
"6003817025","52","173978074"
"6003778702","49","173978074"
"6001076735","76","173978074"
"6001026954","52","173978074"
"5999791689","19","173978074"
"5999726166","25","173978074"
"5997018272","97","173978074"
"5996901434","43","173978074"
"5996813071","106","173978074"
"5993387260","52","173978074"
"5993329774","69","173978074"
"5993282381","49","173978074"
"5991826725","106","173978074"
"5991768503","22","173978074"
"5991708740","13","173978074"
"5988990186","52","173978074"
"5988942149","43","173978074"
"5988884815","25","173978074"
"5988845088","16","173978074"
"5985926399","19","173978074"
"5985867070","97","173978074"
"5982735782","16","173978074"
"5982692658","52","173978074"
"5982590139","19","173978074"
"5982534279","13","173978074"
"5979824549","97","173978074"
"5979755799","97","173978074"
"5978375686","19","173978074"
"5978296577","21","173978074"
"5978231499","97","173978074"
"5975053924","46","173978074"
"5974971767","19","173978074"
"5971437142","13","173978074"
"5971372153","19","173978074"
"5968688184","19","173978074"
"5968616834","13","173978074"
"5968553041","49","173978074"
"5967166598","74","173978074"
"5967102246","49","173978074"
"5965476834","129","173978074"
"5965420968","43","173978074"
"5965367985","13","173978074"
"5960261665","43","173978074"
"5960200793","22","173978074"
"6174888284","3","111114687"
"6174804811","3","111114687"
"6174712950","111","111114687"
"6174622195","103","111114687"
"6171980397","103","111114687"
"6171891378","3","111114687"
"6170284378","3","111114687"
"6170221606","103","111114687"
"6170157369","75","111114687"
"6168983552","3","111114687"
"6168910510","83","111114687"
"6168849197","120","111114687"
"6158170178","90","111114687"
"6158081326","103","111114687"
"6158010330","3","111114687"
"6157905423","3","111114687"
"6157810302","110","111114687"
"6157638906","51","111114687"
"6157557980","111","111114687"
"6157433167","60","111114687"
"6156510875","3","111114687"
"6156443804","112","111114687"
"6156352752","3","111114687"
"6154941567","83","111114687"
"6154881115","51","111114687"
"6154786603","57","111114687"
"6153361873","75","111114687"
"6153272077","43","111114687"
"6150377233","68","111114687"
"6150272426","111","111114687"
"6148933083","83","111114687"
"6148850390","103","111114687"
"6148475456","41","111114687"
"6148393500","20","111114687"
"6147689088","129","111114687"
"6147594084","83","111114687"
"6147274338","88","111114687"
"6147123665","41","111114687"
"6137908066","41","111114687"
"6137847586","84","111114687"
"6137794642","129","111114687"
"6136444104","84","111114687"
"6136360222","83","111114687"
"6134576797","83","111114687"
"6134509442","123","111114687"
"6133329534","85","111114687"
"6133256006","51","111114687"
"6133148591","68","111114687"
"6130260292","112","111114687"
"6130182512","26","111114687"
"6127192495","72","111114687"
"6127114359","121","111114687"
"6125780925","51","111114687"
"6125698868","31","111114687"
"6124536125","104","111114687"
"6124438185","87","111114687"
"6124318998","72","111114687"
"6101490646","102","111114687"
"6101435580","85","111114687"
"6100163034","112","111114687"
"6100062125","112","111114687"
"6040802788","112","111114687"
"6040722034","58","111114687"
"6040639859","110","111114687"
"6039119756","110","111114687"
"6039044857","58","111114687"
