"player_id","match_id","match_time","match_duration","series_id","series_type","hero_id","win","kills","deaths","creep_score","gold_per_min","tower_kills","roshan_kills","team_fight","obs_wards_planted","camps_stacked","runes_grabbed","first_blood","stuns","total"
"85937380","6216545156",1633854503,3094,601835,1,"126",FALSE,2.7,2.1,0.834,1,0,0,2.4999999,0,0,3,0,1.1936035,13.3276034
"105045291","6216545156",1633854503,3094,601835,1,"63",FALSE,0.6,1.5,0.357,0.656,0,0,2.4999999,2,0.5,1.5,0,0,9.6129999
"86822085","6216545156",1633854503,3094,601835,1,"109",FALSE,3.6,1.5,1.752,1.516,6,1,2.29999995,0,0,1.25,4,0.4515381,23.36953805
"108452107","6216545156",1633854503,3094,601835,1,"19",TRUE,1.8,1.8,1.881,1.444,6,1,2.04,0,0,1.25,0,2.82910175,20.04410175
"221666230","6216545156",1633854503,3094,601835,1,"34",TRUE,2.4,0.9,1.077,1.068,0,0,1.92,1,1,2.75,0,0.8896944,13.0046944
"87063175","6216545156",1633854503,3094,601835,1,"98",TRUE,2.1,2.4,1.689,1.388,2,0,2.16,0,0,1,0,0,12.737
"86726887","6216545156",1633854503,3094,601835,1,"9",TRUE,0,1.2,0.276,0.672,0,1,1.8,3,2,0.75,0,3.13946285,13.83746285
"47434686","6216545156",1633854503,3094,601835,1,"84",TRUE,0.6,-0.3,0.084,0.484,0,0,1.68,8,0,2.5,0,1.2753662,14.3233662
"108452107","6216470391",1633850060,2718,601835,1,"67",TRUE,3.3,2.4,1.224,1.26,1,0,2.65116279,0,1,1.25,0,0.12876513,14.21392792
"221666230","6216470391",1633850060,2718,601835,1,"106",TRUE,4.8,2.4,0.957,1.15,1,1,2.44186038,0.5,1,4,0,5.73196375,24.98082413
"87063175","6216470391",1633850060,2718,601835,1,"96",TRUE,0.9,1.2,0.897,0.892,1,0,1.883721,0,0,1.25,4,1.81723385,13.83995485
"86726887","6216470391",1633850060,2718,601835,1,"114",TRUE,1.2,1.5,0.294,0.67,0,0,1.67441868,4,0,0,0,1.35605305,10.69447173
"47434686","6216470391",1633850060,2718,601835,1,"68",TRUE,2.7,1.2,0.201,0.78,0,0,2.44186038,6,1.5,1.75,0,0.86852635,17.44138673
"81306398","6216470391",1633850060,2718,601835,1,"91",FALSE,0,-0.3,0.042,0.372,0,0,1.28571429,6,1.5,1,0,1.933789,11.83350329
"117956848","6216470391",1633850060,2718,601835,1,"129",FALSE,0.9,-0.6,0.519,0.666,0,0,1.7142858,0.5,0,1.25,0,1.8710886,6.8203744
"85937380","6216470391",1633850060,2718,601835,1,"17",FALSE,2.1,1.5,0.999,1.006,0,0,1.85714292,0.5,0.5,2,0,1.8115235,12.27366642
"105045291","6216470391",1633850060,2718,601835,1,"128",FALSE,1.5,0.3,0.18,0.528,0,1,2.14285719,4,2,0.75,0,1.0256482,13.42650539
"86822085","6216470391",1633850060,2718,601835,1,"72",FALSE,1.8,1.2,1.446,1.294,1,0,1.85714292,0,0.5,0.5,0,0.85582275,10.45296567
"137193239","6216715837",1633863220,1928,601863,1,"19",FALSE,0.6,1.8,0.969,1.102,1,0,3,0,0.5,0.75,0,0.9233473,10.6443473
"106863163","6216715837",1633863220,1928,601863,1,"49",FALSE,0,1.8,0.714,0.874,2,0,1.00000002,0.5,0,1.5,0,2.0871456,10.47514562
"139937922","6216715837",1633863220,1928,601863,1,"53",FALSE,0.6,0.9,0.714,0.896,0,0,2.4999999,1,0,1.5,0,0,8.1099999
"101695162","6216715837",1633863220,1928,601863,1,"9",FALSE,0.6,1.8,0.243,0.572,0,0,1.5,2,1,0.75,0,0.58697035,9.05197035
"90882159","6216715837",1633863220,1928,601863,1,"103",FALSE,0,2.1,0.111,0.46,0,0,1.5,4,0,0.5,0,2.574823,11.245823
"108452107","6216715837",1633863220,1928,601863,1,"94",TRUE,0.3,3,1.335,1.478,4,2,1.5,0,1.5,1.25,0,0.583660125,16.946660125
"221666230","6216715837",1633863220,1928,601863,1,"126",TRUE,2.7,2.1,0.633,1.026,0,0,2.18181825,0.5,0.5,2.25,0,0,11.89081825
"87063175","6216715837",1633863220,1928,601863,1,"40",TRUE,0.9,2.4,0.657,0.964,2,0,2.18181825,0,0,0.5,0,0,9.60281825
"86726887","6216715837",1633863220,1928,601863,1,"7",TRUE,1.5,3,0.198,0.698,0,0,2.31818175,2.5,1,2,0,2.981195,16.19537675
"47434686","6216715837",1633863220,1928,601863,1,"58",TRUE,1.2,2.7,0.198,0.614,0,0,2.0454546,4.5,0.5,0.25,4,0.2952129,16.3026675
"137193239","6212621657",1633604664,2449,601146,1,"72",TRUE,1.2,3,1.743,1.744,9,1,1.43478261,0,1.5,0,0,1.7833505,22.40513311
"106863163","6212621657",1633604664,2449,601146,1,"126",TRUE,3.6,2.7,0.9,1.212,0,0,2.6086956,1.5,0,3.25,0,0.352063,16.1227586
"139937922","6212621657",1633604664,2449,601146,1,"28",TRUE,1.2,1.5,0.687,0.862,2,0,1.3043478,0,0,1,0,3.3433285,11.8966763
